Technology_Type,Ready_for_Service_Date,Area_ID,Service_Status,State,longitude,latitude,discharge_amnt_total
Hybrid Fibre Coaxial (HFC),22/08/2018,2ASH-A1111,In Service,New South Wales,151.126208,-33.900518,1
Hybrid Fibre Coaxial (HFC),22/10/2019,2ASH-A1112,In Service,New South Wales,151.125518,-33.904982,1
Hybrid Fibre Coaxial (HFC),25/11/2019,2ASH-A1113,In Service,New South Wales,151.116776,-33.902493,1
Hybrid Fibre Coaxial (HFC),5/12/2019,2ASH-A1114,In Service,New South Wales,151.142755,-33.884636,1
Hybrid Fibre Coaxial (HFC),5/12/2019,2ASH-A1115,In Service,New South Wales,151.122236,-33.902172,1
Hybrid Fibre Coaxial (HFC),7/02/2020,2ASH-A1138,In Service,New South Wales,151.129541,-33.875469,1
Hybrid Fibre Coaxial (HFC),5/03/2020,2ASH-A1148,In Service,New South Wales,151.125757,-33.897875,1
Hybrid Fibre Coaxial (HFC),22/04/2020,2ASH-A1151,In Service,New South Wales,151.117013,-33.898809,1
Hybrid Fibre Coaxial (HFC),22/04/2020,2ASH-A1152,In Service,New South Wales,151.117009,-33.898889,1
Hybrid Fibre Coaxial (HFC),21/06/2019,2BUR-A0011,In Service,New South Wales,151.094739,-33.862167,1
Hybrid Fibre Coaxial (HFC),20/03/2020,2BUR-A0016,In Service,New South Wales,151.115122,-33.877027,1
Hybrid Fibre Coaxial (HFC),12/07/2019,2BUR-A0026,In Service,New South Wales,151.102413,-33.867994,1
Hybrid Fibre Coaxial (HFC),20/03/2020,2BUR-A0029,In Service,New South Wales,151.104485,-33.873552,1
Hybrid Fibre Coaxial (HFC),12/07/2019,2BUR-A0050,In Service,New South Wales,151.099669,-33.871843,1
Hybrid Fibre Coaxial (HFC),21/06/2019,2BUR-A0062,In Service,New South Wales,151.100679,-33.887203,1
Hybrid Fibre Coaxial (HFC),12/07/2019,2BUR-A0063,In Service,New South Wales,151.095739,-33.875383,1
Hybrid Fibre Coaxial (HFC),21/06/2019,2BUR-A0064,In Service,New South Wales,151.098213,-33.893474,1
Hybrid Fibre Coaxial (HFC),21/06/2019,2BUR-A0085,In Service,New South Wales,151.100036,-33.899306,1
Hybrid Fibre Coaxial (HFC),14/06/2019,2BUR-A0111,In Service,New South Wales,151.095638,-33.881394,1
Hybrid Fibre Coaxial (HFC),20/03/2020,2BUR-A0114,In Service,New South Wales,151.111812,-33.879001,1
Hybrid Fibre Coaxial (HFC),9/08/2019,2BUR-A0121,In Service,New South Wales,151.109124,-33.885213,1
Hybrid Fibre Coaxial (HFC),21/06/2019,2BUR-A0282,In Service,New South Wales,151.094414,-33.887367,1
Hybrid Fibre Coaxial (HFC),//,2BUR-A0405,Proposed,New South Wales,151.095118,-33.866328,1
Hybrid Fibre Coaxial (HFC),21/06/2019,2BUR-A0691,In Service,New South Wales,151.099539,-33.862975,1
Hybrid Fibre Coaxial (HFC),21/06/2019,2BUR-A0692,In Service,New South Wales,151.099902,-33.863196,1
Hybrid Fibre Coaxial (HFC),11/10/2019,2BUR-A1107,In Service,New South Wales,151.100108,-33.860606,1
Hybrid Fibre Coaxial (HFC),11/10/2019,2BUR-A1138,In Service,New South Wales,151.089308,-33.855897,1
Hybrid Fibre Coaxial (HFC),31/10/2019,2BUR-A1204,In Service,New South Wales,151.102989,-33.888664,1
Hybrid Fibre Coaxial (HFC),12/11/2019,2BUR-A1230,In Service,New South Wales,151.091399,-33.863807,1
Hybrid Fibre Coaxial (HFC),13/06/2019,2BUR-A1235,In Service,New South Wales,151.110883,-33.855491,1
Hybrid Fibre Coaxial (HFC),16/10/2019,2BUR-A1236,In Service,New South Wales,151.098004,-33.877316,1
Hybrid Fibre Coaxial (HFC),11/11/2019,2BUR-A1237,In Service,New South Wales,151.093166,-33.858844,1
Hybrid Fibre Coaxial (HFC),29/11/2019,2BUR-A1238,In Service,New South Wales,151.096857,-33.885424,1
Hybrid Fibre Coaxial (HFC),22/11/2019,2BUR-A1239,In Service,New South Wales,151.091389,-33.862735,1
Hybrid Fibre Coaxial (HFC),11/10/2019,2BUR-A1242,In Service,New South Wales,151.09968,-33.862738,1
Hybrid Fibre Coaxial (HFC),11/10/2019,2BUR-A1274,In Service,New South Wales,151.100002,-33.863028,1
Hybrid Fibre Coaxial (HFC),28/11/2019,2BUR-A1278,In Service,New South Wales,151.091797,-33.859329,1
Hybrid Fibre Coaxial (HFC),18/12/2019,2BUR-A1279,In Service,New South Wales,151.097526,-33.888582,1
Hybrid Fibre Coaxial (HFC),20/02/2020,2BUR-A1280,In Service,New South Wales,151.09729,-33.857699,1
Hybrid Fibre Coaxial (HFC),30/03/2020,2BUR-A1289,In Service,New South Wales,151.095859,-33.859595,1
Hybrid Fibre Coaxial (HFC),13/03/2020,2BUR-A1291,In Service,New South Wales,151.098952,-33.88657,1
Hybrid Fibre Coaxial (HFC),14/04/2020,2BUR-A1299,In Service,New South Wales,151.093243,-33.858826,1
Hybrid Fibre Coaxial (HFC),15/04/2020,2BUR-A1300,In Service,New South Wales,151.101006,-33.886528,1
Hybrid Fibre Coaxial (HFC),8/05/2020,2BUR-A1303,In Service,New South Wales,151.095455,-33.860804,1
Hybrid Fibre Coaxial (HFC),19/06/2020,2BUR-A1305,In Service,New South Wales,151.095332,-33.863825,1
Hybrid Fibre Coaxial (HFC),14/06/2019,2CAM-A0017,In Service,New South Wales,151.102892,-33.91655,1
Hybrid Fibre Coaxial (HFC),14/06/2019,2CAM-A0029,In Service,New South Wales,151.100828,-33.915121,1
Hybrid Fibre Coaxial (HFC),14/06/2019,2CAM-A0049,In Service,New South Wales,151.102783,-33.920005,1
Hybrid Fibre Coaxial (HFC),5/04/2019,2CAM-A0062,In Service,New South Wales,151.108272,-33.931221,1
Hybrid Fibre Coaxial (HFC),5/04/2019,2CAM-A0065,In Service,New South Wales,151.118059,-33.929961,1
Hybrid Fibre Coaxial (HFC),5/07/2019,2CAM-A0113,In Service,New South Wales,151.103417,-33.906481,1
Hybrid Fibre Coaxial (HFC),5/07/2019,2CAM-A0118,In Service,New South Wales,151.095352,-33.907996,1
Hybrid Fibre Coaxial (HFC),14/06/2019,2CAM-A0143,In Service,New South Wales,151.100458,-33.913762,1
Hybrid Fibre Coaxial (HFC),5/07/2019,2CAM-A0165,In Service,New South Wales,151.107808,-33.905933,1
Hybrid Fibre Coaxial (HFC),5/04/2019,2CAM-A0171,In Service,New South Wales,151.105096,-33.925651,1
Hybrid Fibre Coaxial (HFC),5/04/2019,2CAM-A0190,In Service,New South Wales,151.0951,-33.924903,1
Hybrid Fibre Coaxial (HFC),//,2CAM-A0217,Proposed,New South Wales,151.098448,-33.903251,1
Hybrid Fibre Coaxial (HFC),5/02/2020,2CAM-A0849,In Service,New South Wales,151.10408,-33.923978,1
Hybrid Fibre Coaxial (HFC),8/11/2019,2CAM-A0850,In Service,New South Wales,151.094326,-33.914032,1
Hybrid Fibre Coaxial (HFC),7/02/2020,2CAM-A0863,In Service,New South Wales,151.096011,-33.922875,1
Hybrid Fibre Coaxial (HFC),28/01/2020,2CAM-A0866,In Service,New South Wales,151.092462,-33.909874,1
Hybrid Fibre Coaxial (HFC),20/04/2020,2CAM-A0872,In Service,New South Wales,151.105027,-33.919079,1
Hybrid Fibre Coaxial (HFC),17/04/2020,2CAM-A0875,In Service,New South Wales,151.104855,-33.923381,1
Hybrid Fibre Coaxial (HFC),30/04/2020,2CAM-A0877,In Service,New South Wales,151.088471,-33.911267,1
Hybrid Fibre Coaxial (HFC),8/05/2020,2CAM-A0879,In Service,New South Wales,151.122694,-33.920709,1
Hybrid Fibre Coaxial (HFC),24/04/2020,2CAM-A0880,In Service,New South Wales,151.109417,-33.92843,1
Hybrid Fibre Coaxial (HFC),20/05/2020,2CAM-A0881,In Service,New South Wales,151.094258,-33.926015,1
Hybrid Fibre Coaxial (HFC),28/05/2020,2CAM-A0882,In Service,New South Wales,151.107577,-33.906159,1
Hybrid Fibre Coaxial (HFC),28/05/2020,2CAM-A0883,In Service,New South Wales,151.103834,-33.903388,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2PET-A0032,In Service,New South Wales,151.136084,-33.899669,1
Hybrid Fibre Coaxial (HFC),21/08/2020,2PET-A0777,Proposed,New South Wales,151.14483,-33.893317,1
Hybrid Fibre Coaxial (HFC),13/07/2018,2PET-A0875,Under Construction,New South Wales,151.136744,-33.902368,1
Hybrid Fibre Coaxial (HFC),27/05/2019,2PET-A0891,In Service,New South Wales,151.141597,-33.899735,1
Hybrid Fibre Coaxial (HFC),24/05/2019,2PET-A0892,In Service,New South Wales,151.13924,-33.897002,1
Hybrid Fibre Coaxial (HFC),13/01/2020,2PET-A0894,In Service,New South Wales,151.140653,-33.901624,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2PET-A0909,In Service,New South Wales,151.142683,-33.904028,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2PET-A0910,In Service,New South Wales,151.136697,-33.905023,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2PET-A0911,In Service,New South Wales,151.142446,-33.904114,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2PET-A0912,In Service,New South Wales,151.136717,-33.905205,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2PET-A0913,In Service,New South Wales,151.137158,-33.903616,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2PET-A0914,In Service,New South Wales,151.139223,-33.903941,1
Hybrid Fibre Coaxial (HFC),30/03/2020,2PET-A0927,In Service,New South Wales,151.135911,-33.902651,1
Hybrid Fibre Coaxial (HFC),5/04/2019,2UND-A0013,In Service,New South Wales,151.136794,-33.910514,1
Hybrid Fibre Coaxial (HFC),//,2UND-A0037,Proposed,New South Wales,151.124489,-33.929633,1
Hybrid Fibre Coaxial (HFC),23/11/2018,2UND-A0083,In Service,New South Wales,151.131223,-33.92798,1
Hybrid Fibre Coaxial (HFC),23/11/2018,2UND-A0158,In Service,New South Wales,151.131188,-33.916856,1
Hybrid Fibre Coaxial (HFC),5/04/2019,2UND-A0221,In Service,New South Wales,151.129269,-33.907879,1
Hybrid Fibre Coaxial (HFC),23/11/2018,2UND-A0350,In Service,New South Wales,151.131365,-33.921052,1
Hybrid Fibre Coaxial (HFC),5/04/2019,2UND-A0429,In Service,New South Wales,151.131651,-33.911101,1
Hybrid Fibre Coaxial (HFC),31/05/2019,2UND-A1486,In Service,New South Wales,151.127207,-33.924604,1
Hybrid Fibre Coaxial (HFC),14/11/2019,2UND-A1504,In Service,New South Wales,151.123999,-33.919208,1
Hybrid Fibre Coaxial (HFC),14/06/2019,2UND-A1513,In Service,New South Wales,151.128602,-33.92664,1
Hybrid Fibre Coaxial (HFC),12/03/2020,2UND-A1515,In Service,New South Wales,151.128624,-33.910295,1
Hybrid Fibre Coaxial (HFC),//,2UND-A1537,Proposed,New South Wales,151.127547,-33.905798,1
Hybrid Fibre Coaxial (HFC),//,2UND-A1539,Proposed,New South Wales,151.124423,-33.908615,1
Hybrid Fibre Coaxial (HFC),//,2UND-A1540,Proposed,New South Wales,151.132449,-33.915255,1
Hybrid Fibre Coaxial (HFC),//,2UND-A1558,Proposed,New South Wales,151.126828,-33.919869,1
Hybrid Fibre Coaxial (HFC),30/11/2018,2EPP-A0009,In Service,New South Wales,151.095341,-33.759441,1
Hybrid Fibre Coaxial (HFC),10/05/2019,2EPP-A0015,In Service,New South Wales,151.103945,-33.770967,1
Hybrid Fibre Coaxial (HFC),10/05/2019,2EPP-A0023,In Service,New South Wales,151.094207,-33.780556,1
Hybrid Fibre Coaxial (HFC),10/05/2019,2EPP-A0031,In Service,New South Wales,151.112169,-33.766035,1
Hybrid Fibre Coaxial (HFC),30/11/2018,2EPP-A0660,In Service,New South Wales,151.096929,-33.756613,1
Hybrid Fibre Coaxial (HFC),16/09/2019,2EPP-A0685,In Service,New South Wales,151.098693,-33.757903,1
Hybrid Fibre Coaxial (HFC),8/10/2019,2EPP-A0692,In Service,New South Wales,151.093144,-33.768204,1
Hybrid Fibre Coaxial (HFC),30/07/2019,2EPP-A0693,In Service,New South Wales,151.102124,-33.769389,1
Hybrid Fibre Coaxial (HFC),11/12/2019,2EPP-A0703,In Service,New South Wales,151.103155,-33.775155,1
Hybrid Fibre Coaxial (HFC),19/12/2019,2EPP-A0707,In Service,New South Wales,151.097836,-33.777506,1
Hybrid Fibre Coaxial (HFC),2/01/2020,2EPP-A0735,In Service,New South Wales,151.093969,-33.779878,1
Hybrid Fibre Coaxial (HFC),27/04/2020,2EPP-A0740,In Service,New South Wales,151.100454,-33.772587,1
Hybrid Fibre Coaxial (HFC),13/02/2020,2EPP-A0742,In Service,New South Wales,151.094189,-33.779893,1
Hybrid Fibre Coaxial (HFC),20/05/2020,2EPP-A0757,In Service,New South Wales,151.095393,-33.764262,1
Hybrid Fibre Coaxial (HFC),20/05/2020,2EPP-A0758,In Service,New South Wales,151.095167,-33.764398,1
Hybrid Fibre Coaxial (HFC),//,2EPP-A0765,Proposed,New South Wales,151.101843,-33.769192,1
Hybrid Fibre Coaxial (HFC),21/06/2019,2KIL-A0011,In Service,New South Wales,151.134685,-33.768054,1
Hybrid Fibre Coaxial (HFC),21/06/2019,2KIL-A0022,In Service,New South Wales,151.138232,-33.756854,1
Hybrid Fibre Coaxial (HFC),21/06/2019,2KIL-A0024,In Service,New South Wales,151.128305,-33.764605,1
Hybrid Fibre Coaxial (HFC),21/06/2019,2KIL-A0026,In Service,New South Wales,151.141494,-33.764656,1
Hybrid Fibre Coaxial (HFC),15/11/2019,2KIL-A0402,In Service,New South Wales,151.144015,-33.774166,1
Hybrid Fibre Coaxial (HFC),8/01/2020,2KIL-A0413,In Service,New South Wales,151.136997,-33.757236,1
Hybrid Fibre Coaxial (HFC),//,2KIL-A0441,Proposed,New South Wales,151.144247,-33.774102,1
Hybrid Fibre Coaxial (HFC),26/04/2019,2PYM-A0040,In Service,New South Wales,151.129302,-33.749639,1
Hybrid Fibre Coaxial (HFC),26/04/2019,2PYM-A0052,In Service,New South Wales,151.122825,-33.759241,1
Hybrid Fibre Coaxial (HFC),26/04/2019,2PYM-A0073,In Service,New South Wales,151.129746,-33.755202,1
Hybrid Fibre Coaxial (HFC),22/06/2018,2PYM-A0169,In Service,New South Wales,151.111341,-33.756098,1
Hybrid Fibre Coaxial (HFC),21/10/2019,2PYM-A0332,In Service,New South Wales,151.109815,-33.755793,1
Hybrid Fibre Coaxial (HFC),6/12/2019,2PYM-A0333,In Service,New South Wales,151.109478,-33.753563,1
Hybrid Fibre Coaxial (HFC),15/01/2020,2PYM-A0352,In Service,New South Wales,151.108721,-33.751591,1
Hybrid Fibre Coaxial (HFC),24/05/2019,2RDL-A0063,In Service,New South Wales,151.094121,-33.794746,1
Hybrid Fibre Coaxial (HFC),//,2RDL-A0133,Proposed,New South Wales,151.097557,-33.79132,1
Hybrid Fibre Coaxial (HFC),//,2RDL-A0134,Proposed,New South Wales,151.098,-33.789689,1
Hybrid Fibre Coaxial (HFC),//,2RDL-A0253,Proposed,New South Wales,151.098072,-33.787053,1
Hybrid Fibre Coaxial (HFC),22/01/2020,2RDL-A0736,In Service,New South Wales,151.096255,-33.795554,1
Hybrid Fibre Coaxial (HFC),21/06/2019,2RDL-A0755,In Service,New South Wales,151.093524,-33.78564,1
Hybrid Fibre Coaxial (HFC),13/05/2019,2RDL-A0763,In Service,New South Wales,151.094794,-33.796241,1
Hybrid Fibre Coaxial (HFC),12/03/2020,2RDL-A0841,In Service,New South Wales,151.093869,-33.791516,1
Hybrid Fibre Coaxial (HFC),30/03/2020,2RDL-A0848,In Service,New South Wales,151.095697,-33.783046,1
Hybrid Fibre Coaxial (HFC),7/06/2019,2RYD-A0031,In Service,New South Wales,151.105724,-33.788523,1
Hybrid Fibre Coaxial (HFC),7/06/2019,2RYD-A0055,In Service,New South Wales,151.109673,-33.783618,1
Hybrid Fibre Coaxial (HFC),14/06/2019,2RYD-A0059,In Service,New South Wales,151.110245,-33.794324,1
Hybrid Fibre Coaxial (HFC),14/06/2019,2RYD-A0060,In Service,New South Wales,151.12706,-33.794845,1
Hybrid Fibre Coaxial (HFC),14/06/2019,2RYD-A0063,In Service,New South Wales,151.135314,-33.802741,1
Hybrid Fibre Coaxial (HFC),17/05/2019,2RYD-A0065,In Service,New South Wales,151.110133,-33.805234,1
Hybrid Fibre Coaxial (HFC),19/07/2019,2RYD-A0066,In Service,New South Wales,151.118477,-33.780269,1
Hybrid Fibre Coaxial (HFC),2/08/2019,2RYD-A0079,In Service,New South Wales,151.126444,-33.775056,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2RYD-A0102,In Service,New South Wales,151.115345,-33.811254,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2RYD-A0108,In Service,New South Wales,151.102985,-33.810623,1
Hybrid Fibre Coaxial (HFC),10/05/2019,2RYD-A0110,In Service,New South Wales,151.089675,-33.809974,1
Hybrid Fibre Coaxial (HFC),//,2RYD-A0140,Proposed,New South Wales,151.115656,-33.804873,1
Hybrid Fibre Coaxial (HFC),14/06/2019,2RYD-A0144,In Service,New South Wales,151.126956,-33.789779,1
Hybrid Fibre Coaxial (HFC),19/07/2019,2RYD-A0150,In Service,New South Wales,151.113948,-33.779352,1
Hybrid Fibre Coaxial (HFC),14/06/2019,2RYD-A0170,In Service,New South Wales,151.117363,-33.800833,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2RYD-A0363,In Service,New South Wales,151.118301,-33.819527,1
Hybrid Fibre Coaxial (HFC),29/03/2019,2RYD-A0369,In Service,New South Wales,151.108724,-33.810685,1
Hybrid Fibre Coaxial (HFC),14/06/2019,2RYD-A0399,In Service,New South Wales,151.132239,-33.809517,1
Hybrid Fibre Coaxial (HFC),17/05/2019,2RYD-A0425,In Service,New South Wales,151.101853,-33.799314,1
Hybrid Fibre Coaxial (HFC),16/01/2020,2RYD-A1271,Under Construction,New South Wales,151.129054,-33.77662,1
Hybrid Fibre Coaxial (HFC),7/06/2019,2RYD-A1610,In Service,New South Wales,151.101728,-33.784374,1
Hybrid Fibre Coaxial (HFC),13/05/2019,2RYD-A1664,In Service,New South Wales,151.100467,-33.796152,1
Hybrid Fibre Coaxial (HFC),24/12/2019,2RYD-A1678,In Service,New South Wales,151.09414,-33.807557,1
Hybrid Fibre Coaxial (HFC),13/11/2019,2RYD-A1680,In Service,New South Wales,151.101161,-33.795051,1
Hybrid Fibre Coaxial (HFC),1/11/2019,2RYD-A1682,In Service,New South Wales,151.097897,-33.796178,1
Hybrid Fibre Coaxial (HFC),10/03/2020,2RYD-A1691,In Service,New South Wales,151.112881,-33.819852,1
Hybrid Fibre Coaxial (HFC),24/10/2019,2RYD-A1696,In Service,New South Wales,151.098362,-33.783717,1
Hybrid Fibre Coaxial (HFC),24/10/2019,2RYD-A1697,In Service,New South Wales,151.099858,-33.787769,1
Hybrid Fibre Coaxial (HFC),4/12/2019,2RYD-A1706,In Service,New South Wales,151.133927,-33.799742,1
Hybrid Fibre Coaxial (HFC),2/03/2020,2RYD-A1711,In Service,New South Wales,151.099916,-33.800919,1
Hybrid Fibre Coaxial (HFC),22/11/2019,2RYD-A1712,In Service,New South Wales,151.134574,-33.800857,1
Hybrid Fibre Coaxial (HFC),30/10/2019,2RYD-A1713,In Service,New South Wales,151.112248,-33.791446,1
Hybrid Fibre Coaxial (HFC),22/08/2018,2RYD-A1718,In Service,New South Wales,151.107615,-33.823244,1
Hybrid Fibre Coaxial (HFC),8/05/2019,2RYD-A1719,In Service,New South Wales,151.102043,-33.823646,1
Hybrid Fibre Coaxial (HFC),26/07/2019,2RYD-A1720,In Service,New South Wales,151.100292,-33.822556,1
Hybrid Fibre Coaxial (HFC),16/09/2019,2RYD-A1721,In Service,New South Wales,151.103663,-33.820786,1
Hybrid Fibre Coaxial (HFC),26/09/2019,2RYD-A1723,In Service,New South Wales,151.108139,-33.789674,1
Hybrid Fibre Coaxial (HFC),17/09/2019,2RYD-A1725,In Service,New South Wales,151.101652,-33.799675,1
Hybrid Fibre Coaxial (HFC),24/05/2019,2RYD-A1726,In Service,New South Wales,151.110654,-33.789658,1
Hybrid Fibre Coaxial (HFC),30/09/2019,2RYD-A1727,In Service,New South Wales,151.106555,-33.797887,1
Hybrid Fibre Coaxial (HFC),17/10/2019,2RYD-A1728,In Service,New South Wales,151.108864,-33.799287,1
Hybrid Fibre Coaxial (HFC),30/07/2019,2RYD-A1729,In Service,New South Wales,151.132355,-33.7944,1
Hybrid Fibre Coaxial (HFC),16/10/2019,2RYD-A1730,In Service,New South Wales,151.132344,-33.79449,1
Hybrid Fibre Coaxial (HFC),17/10/2019,2RYD-A1731,In Service,New South Wales,151.125241,-33.796433,1
Hybrid Fibre Coaxial (HFC),17/10/2019,2RYD-A1732,In Service,New South Wales,151.100659,-33.798924,1
Hybrid Fibre Coaxial (HFC),9/09/2019,2RYD-A1733,In Service,New South Wales,151.097684,-33.79936,1
Hybrid Fibre Coaxial (HFC),15/10/2019,2RYD-A1734,In Service,New South Wales,151.114978,-33.801418,1
Hybrid Fibre Coaxial (HFC),30/09/2019,2RYD-A1735,In Service,New South Wales,151.123014,-33.789455,1
Hybrid Fibre Coaxial (HFC),30/07/2019,2RYD-A1736,In Service,New South Wales,151.133823,-33.798427,1
Hybrid Fibre Coaxial (HFC),27/06/2019,2RYD-A1737,In Service,New South Wales,151.133553,-33.80076,1
Hybrid Fibre Coaxial (HFC),2/07/2019,2RYD-A1738,In Service,New South Wales,151.13495,-33.810855,1
Hybrid Fibre Coaxial (HFC),27/06/2019,2RYD-A1739,In Service,New South Wales,151.114777,-33.807407,1
Hybrid Fibre Coaxial (HFC),15/05/2019,2RYD-A1740,In Service,New South Wales,151.113672,-33.816701,1
Hybrid Fibre Coaxial (HFC),7/11/2019,2RYD-A1746,In Service,New South Wales,151.116382,-33.791918,1
Hybrid Fibre Coaxial (HFC),19/11/2019,2RYD-A1747,In Service,New South Wales,151.11575,-33.812316,1
Hybrid Fibre Coaxial (HFC),7/11/2019,2RYD-A1748,In Service,New South Wales,151.102098,-33.819789,1
Hybrid Fibre Coaxial (HFC),16/01/2020,2RYD-A1749,In Service,New South Wales,151.100948,-33.789658,1
Hybrid Fibre Coaxial (HFC),28/11/2019,2RYD-A1750,In Service,New South Wales,151.099816,-33.787683,1
Hybrid Fibre Coaxial (HFC),25/11/2019,2RYD-A1751,In Service,New South Wales,151.109441,-33.796477,1
Hybrid Fibre Coaxial (HFC),22/01/2020,2RYD-A1752,In Service,New South Wales,151.120131,-33.802787,1
Hybrid Fibre Coaxial (HFC),12/12/2019,2RYD-A1753,In Service,New South Wales,151.112618,-33.82431,1
Hybrid Fibre Coaxial (HFC),24/12/2019,2RYD-A1754,In Service,New South Wales,151.118103,-33.781361,1
Hybrid Fibre Coaxial (HFC),15/11/2019,2RYD-A1755,In Service,New South Wales,151.101931,-33.785711,1
Hybrid Fibre Coaxial (HFC),11/12/2019,2RYD-A1756,In Service,New South Wales,151.108663,-33.805793,1
Hybrid Fibre Coaxial (HFC),4/12/2019,2RYD-A1757,In Service,New South Wales,151.123106,-33.807164,1
Hybrid Fibre Coaxial (HFC),16/01/2020,2RYD-A1758,In Service,New South Wales,151.119313,-33.811318,1
Hybrid Fibre Coaxial (HFC),7/02/2020,2RYD-A1759,In Service,New South Wales,151.098891,-33.813576,1
Hybrid Fibre Coaxial (HFC),22/11/2019,2RYD-A1760,In Service,New South Wales,151.119001,-33.787444,1
Hybrid Fibre Coaxial (HFC),7/01/2020,2RYD-A1761,In Service,New South Wales,151.100783,-33.798958,1
Hybrid Fibre Coaxial (HFC),18/11/2019,2RYD-A1762,In Service,New South Wales,151.134662,-33.800918,1
Hybrid Fibre Coaxial (HFC),28/11/2019,2RYD-A1763,In Service,New South Wales,151.099155,-33.817418,1
Hybrid Fibre Coaxial (HFC),26/11/2019,2RYD-A1764,In Service,New South Wales,151.100507,-33.794603,1
Hybrid Fibre Coaxial (HFC),28/11/2019,2RYD-A1766,In Service,New South Wales,151.121524,-33.79194,1
Hybrid Fibre Coaxial (HFC),5/12/2019,2RYD-A1767,In Service,New South Wales,151.111776,-33.797486,1
Hybrid Fibre Coaxial (HFC),25/11/2019,2RYD-A1768,In Service,New South Wales,151.101654,-33.789239,1
Hybrid Fibre Coaxial (HFC),23/01/2020,2RYD-A1769,In Service,New South Wales,151.13181,-33.802641,1
Hybrid Fibre Coaxial (HFC),28/11/2019,2RYD-A1799,In Service,New South Wales,151.09933,-33.81755,1
Hybrid Fibre Coaxial (HFC),30/09/2019,2RYD-A1802,In Service,New South Wales,151.106508,-33.797918,1
